preprocessed_text,length,word_count,sentence_count,unique_words_count,average_word_length,target
sweet may may go u meet carlo gaug patti interest,49,10,1,9,4.9,0
buy today need c meh ,21,5,1,5,4.2,0
aight sorri take ten year shower plan,37,7,1,7,5.285714285714286,0
everi monday nxt week vl complet ,33,6,1,6,5.5,0
might ax well im,16,4,1,4,4.0,0
chill anoth hr could sleep pain surgic emerg see unfold okay,60,11,1,11,5.454545454545454,0
yeah tri scroung someth,23,4,1,4,5.75,0
crazi ar marri like gd look guy fren like say korean leona fave dun thk aft think mayb prob go,94,20,1,19,4.7,0
somewher fredericksburg,23,2,1,2,11.5,0
que pase un buen tiempo someth like,35,7,1,7,5.0,0
ok stay night xavier sleep bag get tire,39,8,1,8,4.875,0
doesnt need test,16,3,1,3,5.333333333333333,0
noth much chillin home super bowl plan,38,7,1,7,5.428571428571429,0
freeday sexi st georg day pic jordan txt pic dont miss everi wk sauci celeb pic c pocketbabecouk wk,99,19,1,16,5.2105263157894735,1
bugi oso near wat ,18,4,1,4,4.5,0
yo there class tmrw right,25,5,1,5,5.0,0
let ur heart ur compass ur mind ur map ur soul ur guid u never loos world gnun sent via waysmscom,97,21,1,16,4.619047619047619,0
goodnight sleep well da pleas take care pa pleas,48,9,1,8,5.333333333333333,0
baaaaab misss youuuuu go teach class ,37,6,1,6,6.166666666666667,0
u ned convinc tht possibl witot hurt feel main,46,9,1,9,5.111111111111111,0
good afternoon loverboy goe day luck come way think sweeti send love across sea make smile happi,96,17,1,17,5.647058823529412,0
start send blackberri torch nigeria find buyer like a month tell dad buy bb anyon oh,84,16,1,16,5.25,0
lt gt pple marri lover becz hav gud undrstndng dat avoid problem sent di u u wil get gud news friday person like tomorrow best day life dont break chain break suffer send lt gt frnd lt gt min whn u read ,203,42,1,34,4.833333333333333,0
yo dude guess got arrest day,28,6,1,6,4.666666666666667,0
shuhui say chang suntec steamboat u noe r u,43,9,1,8,4.777777777777778,0
danc river,10,2,1,2,5.0,0
yetund sorri moji seem busi abl go shop pleas find way get want us get pleas forgiv repli free via yahoo messeng,112,22,1,20,5.090909090909091,0
hey realli pretti late want go lesson first join reach tp mrt,61,12,1,12,5.083333333333333,0
hot live fantasi call p per min ntt ltd po box croydon cr wb k,62,15,1,15,4.133333333333334,1
bbq sat mine ish ur welcom come,31,7,1,7,4.428571428571429,0
know thing wrong everyso often panick start goin bout bein good enough ,71,12,1,12,5.916666666666667,0
alright good night,18,3,1,3,6.0,0
tri make anoth butt,19,4,1,4,4.75,0
hope feel great pl fill abiola,30,6,1,6,5.0,0
though shd go n fun bar town someth sound ok,44,10,1,10,4.4,0
 go write msg put dictionari mode cover screen hand press lt gt gentli remov ur hand interest ,94,17,1,16,5.529411764705882,0
bear pic nick tom pete dick fact type tri gay chat photo upload call pmin stop text call ,89,18,1,17,4.944444444444445,1
 new mobil must go txt nokia collect today optout gbpmtmsg txtauction,69,11,1,11,6.2727272727272725,1
final readi fyi,15,3,1,3,5.0,0
aunti huai juan never pick phone,32,6,1,6,5.333333333333333,0
doubl min doubl txt price linerent latest orang bluetooth mobil call mobileupd latest offer calloptoutlf,104,15,1,13,6.933333333333334,1
ya tel wat ur problem ,22,5,1,5,4.4,0
dnt wnt tlk wid u,17,5,1,5,3.4,0
spend day wait ideal path appear front us forget path made walk wait goodnight ,79,14,1,12,5.642857142857143,0
ok arm feel weak cuz got shot go anoth time,43,10,1,10,4.3,0
pleas reserv ticket saturday eve chennai thirunelvali tirunelvali chennai sunday eve alreadi see net ticket avail want book ticket tackl ,137,20,1,16,6.85,0
storm msg wen u lift phne u say hello u knw wt real mean hello name girl ye u knw dat girl margaret hello girlfrnd f grahmbel invnt telphon moral one get name person,165,34,1,26,4.852941176470588,0
ok pop ask bout someth said would around tonght wen girl come,61,12,1,12,5.083333333333333,0
e best ur exam later,20,5,1,5,4.0,0
hope ur head hurt much plough way pile iron stay chinki tonight come round like,79,15,1,15,5.266666666666667,0
oh ki think wi nz player unsold,31,7,1,7,4.428571428571429,0
haha got fast lose weight thk muz go month den got effect gee later go aust put bk e weight,91,20,1,17,4.55,0
wonder got onlin love gone net cafe get phone recharg friend net think boytoy,77,14,1,13,5.5,0
haha kid papa need drug,23,5,1,5,4.6,0
thk shld b ya wana go lesson haha go one whole stretch ,55,12,1,11,4.583333333333333,0
oh ok ,6,2,1,2,3.0,0
r still meet dinner tonight,27,5,1,5,5.4,0
that cool gentleman treat digniti respect,41,6,1,6,6.833333333333333,0
shall start hear,16,3,1,3,5.333333333333333,0
wait u lor need feel bad lar ,29,7,1,7,4.142857142857143,0
check got detail messag,23,4,1,4,5.75,0
regist sinco paye log icicibankcom enter urn lt gt confirm bewar fraud share disclos urn anyon,94,16,1,15,5.875,0
decid peopl care stuff vote care stuff loser,44,8,1,6,5.5,0
kaiez enjoy ur tuition gee thk e second option sound beta go yan jiu den msg u ,79,17,1,17,4.647058823529412,0
cool fun practic make babi,26,5,1,5,5.2,0
actual get readi leav hous,26,5,1,5,5.2,0
k k special today,17,4,1,3,4.25,0
urgent import inform o user today lucki day find log onto fantast surpris await,79,14,1,14,5.642857142857143,1
got ta,6,2,1,2,3.0,0
got ten buck jay noncomitt,26,5,1,5,5.2,0
hungri,6,1,1,1,6.0,0
pl speak custom machan,22,4,1,4,5.5,0
somewher beneath pale moon light someon think u dream come true goodnit amp sweet dream,87,15,1,14,5.8,0
dear u invit xchat final attempt contact u txt chat pmsgrcvdhgsuitelandsrowwjhl ldn yr,86,13,1,12,6.615384615384615,1
wat ur opinion abt abt charact,30,6,1,5,5.0,0
jay snicker tell x total fuck chord speak,41,8,1,8,5.125,0
 hour beforew hair cut,22,4,1,4,5.5,0
wonder co dun rem see silver car thk saw black one ,51,11,1,11,4.636363636363637,0
lmao take pic send,18,4,1,4,4.5,0
speak feel word better silenc gud mrng ,39,7,1,7,5.571428571428571,0
current scotland,16,2,1,2,8.0,0
work week,9,2,1,2,4.5,0
congratul ur award either cd gift voucher free entri weekli draw txt music tnc winppmxag,88,15,1,15,5.866666666666666,1
lol great im get hungri,23,5,1,5,4.6,0
ye saw messag ,14,3,1,3,4.666666666666667,0
mu like lt gt second,20,5,1,5,4.0,0
thing r good thanx got exam march ive done revis fran still boyf ive got ta interviw exet bit worri x,101,21,1,19,4.809523809523809,0
tell make littl spreadsheet track whose idea smoke determin smoke much entir month februari,91,14,1,13,6.5,0
sale arsen dartboard good condit doubl trebl,44,7,1,7,6.285714285714286,1
look back build coat want get sick hurri home wear coat gym,59,12,1,11,4.916666666666667,0
pain person thought i alway tri keep everybodi happi time nobodi recognis alon ,79,13,1,13,6.076923076923077,0
thank love wish rock,20,4,1,4,5.0,0
intrepid duo great time see soon,32,6,1,6,5.333333333333333,0
ask sen come chennai search job,31,6,1,6,5.166666666666667,0
dad went oredi ,15,3,1,3,5.0,0
ju hope true missin co realli missin done anyth feel guilti yet,63,12,1,11,5.25,0
wat late still earli mah juz go dinner lor aiya dunno ,54,11,1,11,4.909090909090909,0
arm fine cardiff uni,20,4,1,4,5.0,0
fact leav think addi goe back school tue wed,44,9,1,9,4.888888888888889,0
cool breez bright sun fresh flower twitter bird wait wish u goodmorn amp nice day ,82,15,1,15,5.466666666666667,0
ya go restaur ,14,3,1,3,4.666666666666667,0
ok askd u knw tht,17,5,1,5,3.4,0
free st week entri textpod chanc win gb ipod cash everi wk txt pod ts cs custcar ,81,17,1,17,4.764705882352941,1
duck chinchilla,15,2,1,2,7.5,0
marriag function,16,2,1,2,8.0,0
look like u wil b get headstart im leav bout ish u r desper compani could head earlierw goin meet rummer,104,21,1,20,4.9523809523809526,0
dont give fli monkey wot think certainli dont mind friend mine,62,11,1,10,5.636363636363637,0
regist optin subscrib ur draw gift voucher enter receipt correct an what no bbc chart,85,15,1,15,5.666666666666667,1
say thank,9,2,1,2,4.5,0
msg rajini come,15,3,1,3,5.0,0
ya take ure practic lesson start june ,38,7,1,7,5.428571428571429,0
good need drug,14,3,1,3,4.666666666666667,0
stupidit possibl,16,2,1,2,8.0,0
 decid faster co si go home liao ,33,7,1,7,4.714285714285714,0
summer final fanci chat flirt sexi singl yr area get match repli summer free join optout txt stop help,102,19,1,18,5.368421052631579,1
u sleep go take haha got spi wat onlin check n repli mail lor ,62,14,1,14,4.428571428571429,0
clair havin borin time alon u wan na cum nite chat hope c u luv clair xx callsminmoremobsemspoboxpowa,101,18,1,16,5.611111111111111,1
bought one rington get text cost pound offer tone etc,53,10,1,10,5.3,1
yalru lyfu astn chikku bt innu mundh lyf ali halla ke bilo marriag program edha lyf nt yet ovr chikku ali vargu lyfu meow meow d,128,26,1,21,4.923076923076923,0
kinda first one get twelv aah speak tomo,40,8,1,8,5.0,0
 urgent mobil xxxxxxxxx bonu caller prize nd attempt reach call asap,68,11,1,11,6.181818181818182,1
ok good later come find c lucki told go earlier later pple take finish ,71,14,1,13,5.071428571428571,0
wat make u thk fall actual thk quit prone fall lucki dad home ask come n fetch alreadi,86,18,1,16,4.777777777777778,0
 guarante latest nokia phone gb ipod mp player prize txt word collect no tcllc nyusa pmt msgrcvd,96,17,1,17,5.647058823529412,1
wont touch permiss,18,3,1,3,6.0,0
hi luci hubbi meetin day fri b alon hotel u fanci cumin pl leav msg day luci x callsminmobsmorelkpoboxhpfl,106,19,1,17,5.578947368421052,1
 wonder world th th ur style th ur smile th ur person rd ur natur nd ur sm st ur love friendship good morn dear ,112,25,1,17,4.48,0
take small dose tablet fever,28,5,1,5,5.6,0
oh u must taken real valentin shop first,40,8,1,8,5.0,0
sent email address incomm right,31,5,1,5,6.2,0
gon na blake night might abl get littl earli,44,9,1,9,4.888888888888889,0
friendship game play word say doesn start march end may tomorrow yesterday today e,82,14,1,14,5.857142857142857,0
nice wait text right gon na pay ticket ya know,46,10,1,10,4.6,0
watch lotr w si di aft u wan meet dinner nite,45,11,1,11,4.090909090909091,0
keep away like,14,3,1,3,4.666666666666667,0
think far find check googl map place dorm,41,8,1,8,5.125,0
trip ok quit tire lor uni start today ok co take modul ju concentr final yr project,83,17,1,16,4.882352941176471,0
alway say welp,14,3,1,3,4.666666666666667,0
guy browsin compulsori,22,3,1,3,7.333333333333333,0
puriti friendship two smile read forward messag smile see name gud evng musthu,78,13,1,12,6.0,0
add realli care least get dude fuck hey money want,50,10,1,10,5.0,0
hello lover goe new job happi think wake slave send teas kiss across sea,72,14,1,14,5.142857142857143,0
told number gautham ,20,3,1,3,6.666666666666667,0
tell need investig anywher,26,4,1,4,6.5,0
ok juz receiv ,14,3,1,3,4.666666666666667,0
cant believ said mani thing morn realli want say good morn love beauti morn see librari later,93,17,1,15,5.470588235294118,0
account credit free text messag activ txt word credit cs,56,10,1,9,5.6,1
end might still vomit okay everyth come,39,7,1,7,5.571428571428571,0
money money aint thing sha,26,5,1,4,5.2,0
everyth weather keep extra warm cold noth seriou pl lot vitamin c,65,12,1,12,5.416666666666667,0
hey gal anyon u go e drive centr tmr,36,9,1,9,4.0,0
alway yahoo messeng send messag ill get may send mobil mode sha ill get repli,77,15,1,12,5.133333333333334,0
put readi lt time gt,20,5,1,5,4.0,0
time n smile r two crucial thing life sometim time make us forget smile sometim someon smile make us forget time gud noon,121,23,1,15,5.260869565217392,0
sm ac jsco energi high u may know channel day ur leadership skill r strong psychic repli an wquestion end repli end jsco,120,23,1,20,5.217391304347826,1
hostbas idp linux system,24,4,1,4,6.0,0
hot live fantasi call p per min ntt ltd po box croydon cr wb nation rate call,77,17,1,16,4.529411764705882,1
da what plan,12,3,1,3,4.0,0
ill lt gt ok,12,4,1,4,3.0,0
oh god almost home,18,4,1,4,4.5,0
total video convert free download type googl search,51,8,1,8,6.375,0
thank vote sing along star karaok mobil free link repli sing,60,11,1,10,5.454545454545454,1
sound like someth someon test would sayi,40,7,1,7,5.714285714285714,0
u love someon dont make love u much u love much dont want love anyon except gud nit,83,18,1,11,4.611111111111111,0
pete phone still jenni colleg leannewhat,40,6,1,6,6.666666666666667,0
oop sorri check mind pick tomo half eight station would ok,58,11,1,11,5.2727272727272725,0
hey sweet wonder moment might come want send file someon go yahoo connect suck rememb set page go download format disc could tell know way download big file download stuff directli internet help would great prey teas kiss,221,38,1,34,5.815789473684211,0
how champ leav glasgow,22,4,1,4,5.5,0
k best congrat ,15,3,1,3,5.0,0
wonder get text,15,3,1,3,5.0,0
need come home give good lovin ,31,6,1,6,5.166666666666667,0
brand new mobil music servic live free music player arriv shortli instal phone brows content top artist,103,17,1,16,6.0588235294117645,1
shall ask one thing dont mistak,31,6,1,6,5.166666666666667,0
check wid corect spele ie sarcasm,33,6,1,6,5.5,0
urgent mobil award bonu caller prize nd attempt contact call boxqu bt nation rate,81,14,1,14,5.785714285714286,1
angri happen dear,17,3,1,3,5.666666666666667,0
thk u dun haf hint e forum alreadi lor co told ron n darren go tell shuhui,74,17,1,17,4.352941176470588,0
yup ok thanx ,13,3,1,3,4.333333333333333,0
hi ct employe,13,3,1,3,4.333333333333333,0
pl pl find aunt nike,20,5,1,4,4.0,0
wow love sooo much know bare stand wonder day goe well love think miss,70,14,1,13,5.0,0
scream mean shout ,18,3,1,3,6.0,0
hey happen de alright,21,4,1,4,5.25,0
pick receipt someth earlier,27,4,1,4,6.75,0
think chennai well settl,24,4,1,4,6.0,0
oh dang mean send lol,21,5,1,5,4.2,0
unfortun found pick sister airport even think go tri go one th,62,12,1,11,5.166666666666667,0
horribl bf v hungri ,20,4,1,4,5.0,0
rememb day ,11,2,1,2,5.5,0
nokia i get win free auction take part send nokia hgsuiteland rowwjhl ,70,12,1,11,5.833333333333333,1
feel mr real valentin yo valentin even tho u hardli play,56,11,1,10,5.090909090909091,0
sound good finger make difficult type,37,6,1,6,6.166666666666667,0
midnight earliest,17,2,1,2,8.5,0
sure tri make xavier smoke want smoke told smoke much,53,10,1,8,5.3,0
k come nordstrom done,21,4,1,4,5.25,0
u konw waht rael friendship im gving yuo exmpel jsut ese tih msg evrey splle tih msg wrnog bt sitll yuo ra wihtuot ayn mitsak goodnight amp nice sleep sweet dream ,163,31,1,28,5.258064516129032,0
press confer da,15,3,1,3,5.0,0
hello orang month free access game news sport plu free text photo messag repli ye term appli,92,17,1,16,5.411764705882353,1
complet degre use join financ,29,5,1,5,5.8,0
good afternoon love job prospect miss lazi bleak hmmm happi fill love,69,12,1,11,5.75,0
shant disturb u anymor jia ,27,5,1,5,5.4,0
bishan lar nearer need buy earli co buy got ta park car ,56,12,1,11,4.666666666666667,0
dont know oh,12,3,1,3,4.0,0
dude sux snake got old raiden got buff,38,8,1,7,4.75,0
say hi get ass back south tampa prefer kegger,45,9,1,9,5.0,0
e msg ju u said thank gift,26,7,1,7,3.7142857142857144,0
u ,2,1,1,1,2.0,0
ok dear call chechi,19,4,1,4,4.75,0
yeah tote u wan na,18,5,1,5,3.6,0
ok found di pierr cardin one look normal cost sale,50,10,1,10,5.0,0
good sleep rhythm person establish rhythm bodi learn use want know,66,11,1,10,6.0,0
wat r u,7,3,1,3,2.3333333333333335,0
messag truro hospit ext phone phone side,40,7,1,6,5.714285714285714,0
singl line big mean miss anyth ur best life ,44,9,1,9,4.888888888888889,0
got ga money chanc gang want go grand natur adventur,52,10,1,10,5.2,0
dnt worri use ice piec cloth packalso take tablet,49,9,1,9,5.444444444444445,0
dude saw park car sunroof pop sux,33,7,1,7,4.714285714285714,0
get readi put excel sub face,28,6,1,6,4.666666666666667,0
tmrw im finish door,19,4,1,4,4.75,0
lt gt g saw day ago guy want sell wifi lt gt g lt gt blank,58,16,1,11,3.625,0
late,4,1,1,1,4.0,0
whatev im pretti piss,21,4,1,4,5.25,0
dont much imag class,20,4,1,4,5.0,0
got rumour go buy apart chennai,31,6,1,6,5.166666666666667,0
near kalainar tv officethenampet,32,4,1,4,8.0,0
ur cashbal current pound maxim ur cashin send go pmsg cc hgsuiteland rowwjhl,76,13,1,12,5.846153846153846,1
sm auction brand new nokia auction today auction free join take part txt nokia hgsuiteland rowwjhl,98,16,1,13,6.125,1
si catch e show e afternoon watch w c u wan watch today tmr lor,63,15,1,13,4.2,0
sound gd haha wah u yan jiu fast liao ,38,9,1,9,4.222222222222222,0
nosi guess idk react freak,26,5,1,5,5.2,0
rememb hurt day satan impost mene pay price itmay destini keep go u said pray get mind get,90,18,1,17,5.0,0
make girl happi difficult make girl happi u need friend companion lover chef lt gt good listen lt gt organ lt gt good boyfriend lt gt clean lt gt sympathet lt gt athlet lt gt warm lt gt courag lt gt determin lt gt true lt gt depend lt gt intellig lt gt psychologist lt gt pest extermin lt gt psychiatrist lt gt healer lt gt stylist lt gt driver aaniy pudunga venaam ,366,73,1,35,5.013698630136986,0
princess bet brotha chase,25,4,1,4,6.25,0
shall book chez jule half eight ok,34,7,1,7,4.857142857142857,0
hhahhaahahah rofl wtf nig leonardo room someth,46,7,1,7,6.571428571428571,0
yep derek hous see sunday lt ,29,6,1,6,4.833333333333333,0
cool let know kick around lt gt day,35,8,1,8,4.375,0
wonder would okay call uncl john let know thing nigeria r lt gt dollar year sent know strain plan pay back everi dime give everi dime expect anyth practic someth like,166,31,1,28,5.354838709677419,0
charg transfer charg withdraw anyhow like,41,6,1,5,6.833333333333333,0
dont search love let love find u that call fall love bcoz u dont forc u fall u know smeon hold u bslvyl,103,23,1,15,4.478260869565218,0
 let go bill miller,19,4,1,4,4.75,0
love set soul fire spark flame big rawr flame xoxo,50,10,1,9,5.0,0
somewhr someon sure made u god decid perfect time make u meet dat person till den enjoy ur crush ,97,19,1,18,5.105263157894737,0
honeymoon outfit,16,2,1,2,8.0,0
help propos go back tomorrow,28,5,1,5,5.6,0
privat account statement show unredeem s i m point call identifi code expir ,76,13,1,13,5.846153846153846,1
never blame day ur life good day give u happi bad day give u experi essenti life god bless good morn,100,21,1,15,4.761904761904762,0
pl confirm time collect chequ,29,5,1,5,5.8,0
regist subscrib yr draw gift voucher b enter receipt correct an next olymp txt an ,82,15,1,14,5.466666666666667,1
urgent mobil number award prize guarante call land line claim valid hr ppm,74,13,1,13,5.6923076923076925,1
daddi take good care,20,4,1,4,5.0,0
yeah probabl still got ta check leo,35,7,1,7,5.0,0
kthen special,13,2,1,2,6.5,0
carlo take sweet time usual let know patti donew smoke tell haul ass,68,13,1,13,5.230769230769231,0
ok pa noth problem,18,4,1,4,4.5,0
heard job go wildlif talk tonight u wantcom thatworzel wizzl whatev,67,11,1,11,6.090909090909091,0
god pick flower dippeditinadew lovingli touch itwhichturnedinto u gift tomeandsaid friend u,91,12,1,11,7.583333333333333,0
came hostel,11,2,1,2,5.5,0
ok prob come lunch ,19,4,1,4,4.75,0
ju tell u dat b leav shanghai st instead haf time meet cya ,59,13,1,13,4.538461538461538,0
freez home yet rememb kiss mom morn love think miss yet,55,11,1,10,5.0,0
readi big day tomorrow,22,4,1,4,5.5,0
probabl around mu lot,21,4,1,4,5.25,0
,0,0,0,0,,0
rtking pro video club need help info ringtonekingcouk call must club credit redeem enjoy,88,14,1,13,6.285714285714286,1
thnx dude u guy nite,20,5,1,5,4.0,0
sef dey laugh meanwhil darl anji,32,6,1,6,5.333333333333333,0
mm food da,10,3,1,3,3.3333333333333335,0
k make sens btw carlo difficult guy gon na smoke go pick second batch get ga,76,16,1,16,4.75,0
u download fring app,20,4,1,4,5.0,0
 oz guy kinda flaki one friend interest pick lt gt worth tonight possibl,72,13,1,13,5.538461538461538,0
friend u stay fb chat,21,5,1,5,4.2,0
fuck babe miss sooooo much wish sleep bed lone go sleep dream love ,67,13,1,12,5.153846153846154,0
live simpl love also simpl laugh simpl win tooo simpl isimpl difficult gud nte,78,14,1,11,5.571428571428571,0
u secret admir look make contact ufind r reveal think ur specialcal ,68,12,1,12,5.666666666666667,1
ah well confus thing doesnt,27,5,1,5,5.4,0
 free text msg text ok credit account,37,7,1,6,5.285714285714286,1
hi dear call urgnt know what problem want work problem least tell wate repli,76,14,1,13,5.428571428571429,0
dear ok,7,2,1,2,3.5,0
select stay top british hotel noth holiday worth claim call london bx swss,74,13,1,13,5.6923076923076925,1
ye princess want make happi ,28,5,1,5,5.6,0
sound like mani talent would like go dinner date next week,58,11,1,10,5.2727272727272725,0
go film day da pm sorri da,26,7,1,6,3.7142857142857144,0
watch movi alreadi xy want shop shop w,38,8,1,7,4.75,0
hello littl parti anim thought would buzz friend grin remind love send naughti ador kiss,88,15,1,15,5.866666666666666,0
yesterday go home,17,3,1,3,5.666666666666667,0
eeri nokia tone u rpli tone titl eg tone dracula titl ghost addamsfa munster exorcist twilight poboxwwq p,105,18,1,15,5.833333333333333,1
come life brought sun shini warm heart put constant smile face make feel love care,82,15,1,15,5.466666666666667,0
shit surpris went spent even french guy met town fool around bit let fuck,73,14,1,14,5.214285714285714,0
a network allow compani bill sm respons supplier ,49,8,1,8,6.125,1
great comedi cant stop laugh da,31,6,1,6,5.166666666666667,0
freemsg feelin kinda lnli hope u like keep compani jst got cam mobi wan na c pic txt repli date msgp rcv hlp stop ,114,24,1,24,4.75,1
alright set text man,20,4,1,4,5.0,0
hi keen go kind feel go tomo mind,33,8,1,7,4.125,0
sleep nt feel well,18,4,1,4,4.5,0
u switch fone dammit,20,4,1,4,5.0,0
india take lead,15,3,1,3,5.0,0
ill post lr class,17,4,1,4,4.25,0
tht wat wright brother fli ,27,5,1,5,5.4,0
even v good somewhat event laden fill worri head ok throat wreck see six,72,14,1,14,5.142857142857143,0
u laugh realli loud u talk spontan u dont care other feel u probabl dear amp best friend goodeven dear ,103,20,1,16,5.15,0
laptop take,11,2,1,2,5.5,0
dont file bag work call mei tell find anyth room,48,10,1,10,4.8,0
wan earli lei outsid wun b home earli neva mind ,48,10,1,9,4.8,0
ur chanc win cash everi wk txt action c custcar xpwk,52,11,1,11,4.7272727272727275,1
bugi juz wat walk home oredi late repli oso saw top dat like din buy r ,71,16,1,16,4.4375,0
 go ok na,9,3,1,3,3.0,0
ye post coupl pic fb still snow outsid wake,43,9,1,9,4.777777777777778,0
one good partnership go take lead,33,6,1,6,5.5,0
rgent nd attempt contact u u call b csbcmwcnxx callcost ppm mobilesvari max ,76,13,1,12,5.846153846153846,1
yeah class,10,2,1,2,5.0,0
send bec templ na,17,4,1,4,4.25,0
come home class right need work shower,38,7,1,7,5.428571428571429,0
hi ur lookin sauci daytim fun wiv busti marri woman free next week chat sort time janinexx callsminmobsmorelkpoboxhpfl,118,18,1,18,6.555555555555555,1
mostli like,11,2,1,2,5.5,0
 v fan ,7,2,1,2,3.5,0
dunno co v late n reach insid alreadi ate spageddi lor e gal r laugh lor ,73,16,1,15,4.5625,0
guess spent last night phase fourth dimens,42,7,1,7,6.0,0
dad gon na call get work ask crazi question,43,9,1,9,4.777777777777778,0
ye said it,10,3,1,3,3.3333333333333335,0
hurt n meaning line ever i compromis everyth love,49,9,1,9,5.444444444444445,0
lmao nice ,10,2,1,2,5.0,0
glad see repli,14,3,1,3,4.666666666666667,0
urgent tri contact u today draw show prize guarante call land line claim a valid hr,83,16,1,16,5.1875,1
monthli password wap mobsicom use wap phone pc,46,8,1,7,5.75,1
nah dub je still buff,21,5,1,5,4.2,0
pain word i thought happi toughest thing earth ,47,8,1,8,5.875,0
yeah fine get ok,16,4,1,4,4.0,0
lol u come idea,15,4,1,4,3.75,0
mani peopl seem special first sight remain special till last sight maintain till life end sh ja,95,17,1,14,5.588235294117647,0
okay wait ah,12,3,1,3,4.0,0
lei,3,1,1,1,3.0,0
hi babe u r like bed im sorri tonight realli wan na see u tomorrow call love xxx,80,18,1,17,4.444444444444445,0
alreadi squat new way walk,26,5,1,5,5.2,0
want bold bb torch,18,4,1,4,4.5,0
cramp stop go back sleep,24,5,1,5,4.8,0
today vodafon number end last four digit select receiv award number match pleas call claim award,96,16,1,14,6.0,1
free top rington sub weekli ringtoneget st week freesend subpoli per weekstop sm,80,13,1,13,6.153846153846154,1
nan sonathaya soladha boss,26,4,1,4,6.5,0
bring tat cd forget,19,4,1,4,4.75,0
know rape dude poker,20,4,1,4,5.0,0
weightloss girl friend make load money ebay someth give thank god,65,11,1,11,5.909090909090909,0
gr see messag r u leav congrat dear school wat r ur plan,56,13,1,12,4.3076923076923075,0
 eatin later eatin wif fren lei go home first,45,9,1,8,5.0,0
finish alreadi yar keep say mushi embarrass ok ,47,8,1,8,5.875,0
sorri man stash ran dri last night pick sunday,46,9,1,9,5.111111111111111,0
hai priya right doctor said pa,30,6,1,6,5.0,0
free msg sorri servic order could deliv suffici credit pleas top receiv servic,78,13,1,12,6.0,1
pleas ask mummi call father,27,5,1,5,5.4,0
come room come hous co hous still messi haha ,45,9,1,7,5.0,0
lost kilo today,15,3,1,3,5.0,0
tast fish curri p,17,4,1,4,4.25,0
might accid tookplac somewher ghodbandar rd traffic move slove plz slip amp worri,81,13,1,13,6.230769230769231,0
yun ahnow wkg btw go nu sc wana specialis wad,45,10,1,10,4.5,0
ye one woman man pleas tell like dislik bed ,44,9,1,9,4.888888888888889,0
test earlier appreci call tomorrow,34,5,1,5,6.8,0
loverboy keep come queen hmmm ach speak miss despar,51,9,1,9,5.666666666666667,0
u meet fren dun wan meet ah muz b guy rite ,43,11,1,10,3.909090909090909,0
promis though even gotten dinner yet,36,6,1,6,6.0,0
got back dislik bed,19,4,1,4,4.75,0
turn stereo love mi phone unknown album,39,7,1,7,5.571428571428571,0
hard live chat pmin choos girl connect live call cheap chat uk biggest live servic vu bcmwcnxx,94,17,1,14,5.529411764705882,1
yeah see,8,2,1,2,4.0,0
ask u knw nt may ur frnd classmat,33,8,1,8,4.125,0
sorri earlier put firesar around talk actual life lol,53,9,1,9,5.888888888888889,0
wow boy r back take uk tour win vip ticket prebook vip club txt club trackmarqu ltd info vipclubu,97,19,1,17,5.105263157894737,1
missionari hook doggi hook stand ,33,5,1,4,6.6,0
u better go sleep dun disturb u liao u wake msg lor ,52,12,1,10,4.333333333333333,0
watch hous entertain get whole hugh lauri thing even stick inde especi stick,76,13,1,12,5.846153846153846,0
thought prap meant anoth one goodo look tomorrow,48,8,1,8,6.0,0
hi jon pete ive bin spain recent hav sum dinero left bill said u ur rent mayb interest hav pe around tb jame,108,23,1,22,4.695652173913044,0
bold lt gt,10,3,1,3,3.3333333333333335,0
know shall speak lt gt minut,28,6,1,6,4.666666666666667,0
alrit hunni wot u nite didnt end goin town ju da pub instead ju chillin da mo bedroom love jen xxx ,99,21,1,19,4.714285714285714,0
went project centr,18,3,1,3,6.0,0
per request amaangalyam alaipayuth set callertun caller press copi friend callertun,83,11,1,10,7.545454545454546,0
lol yeah point guess,20,4,1,4,5.0,0
project w fren lor,18,4,1,4,4.5,0
lol well qualiti aint bad aint complain,39,7,1,6,5.571428571428571,0
k happen tonight,16,3,1,3,5.333333333333333,0
hi mandi sullivan call hotmix fm chosen receiv easter prize draw pleas telephon claim prize transfer someon els ,112,18,1,17,6.222222222222222,1
think go finn come,18,4,1,4,4.5,0
tire special,12,2,1,2,6.0,0
come tomorrow di,16,3,1,3,5.333333333333333,0
k go sleep well take rest,25,6,1,6,4.166666666666667,0
u guy never invit anywher,25,5,1,5,5.0,0
ur go bahama callfreefon speak live oper claim either bahama cruis of cash onli opt txt x ,90,17,1,16,5.294117647058823,1
want pleas insid outsid bedroom ,32,5,1,5,6.4,0
ey calm downon theacus itxt u co iwana know wotu r doin thewend haventcn u age ring ur up neth satlov j xxx ,108,23,1,22,4.695652173913044,0
love wine dine ladi,19,4,1,4,4.75,0
someon conact date servic enter phone fanci find call landlin poboxntf,70,11,1,11,6.363636363636363,1
im cool ta luv vtire caus doin load plan wk got social servic inspect nurseri take care spk sn x,96,20,1,20,4.8,0
know account detail ask mom send youmi mom reach,48,9,1,8,5.333333333333333,0
think u wrong number,20,4,1,4,5.0,0
feel alway happi slowli becom habit amp final becom part life follow happi morn amp happi day,93,17,1,13,5.470588235294118,0
b late love mum,15,4,1,4,3.75,0
